category,down_part,up_part,top_scroll,desc
5,路遥任马驰,海阔凭鱼跃,,马年春联
5,春满万山红,海深千水绿,,
5,猪岁喜盈门,亥时看入户,,猪年春联
5,春泮水池冰,寒堆阴岭雪,,
5,德政伴春来,寒风随岁去,,
5,春归柳叶新,寒尽桃花嫩,,
5,老柳展新姿,寒梅浮冷艳,,
5,瑞雪兆丰年,寒梅荣盛世,,
5,飞燕为春归,寒梅因雪艳,,
5,春来花最红,寒去草先翠,,
5,酒香贺岁归,寒雪催春早,,
5,春风柳上归,寒雪梅中尽,,
5,捷报耀三春,豪情歌四化,,
5,狂歌幸福年,豪饮团圆酒,,
5,春风得意时,好景动人处,,
5,新春岁岁新,好景年年好,,
5,卿云烂漫浮,和飞氤氲合,,
5,时雨润春苗,和风吹绿柳,,农牧渔业
5,老树发新枝,和风动淑气,,
5,丽景百花妍,和风千日暖,,
5,时雨润红棉,和风梳绿柳,,
5,春色泛桃花,和光生柳叶,,
5,春色泛桃花,和光生绿叶,,
5,改革勿松疏,和平防演变,,
5,鼓乐庆升平,和声鸣盛世,,乐器厂(店)
5,海晏乐无垠,河清庆有日,,
5,祖国庆长春,河山欣挺秀,,
5,桃李迎日红,河山迎春绿,,
5,阔步奔小康,横心走富路,,
5,举杯庆丰收,对酒歌盛世,,
5,联书大吉羊,对韵俨龙马,,羊年春联
5,精艺自超群,多才因博学,,
5,致富俭当头,发家勤为本,,
5,民是业根基,法为邦命脉,,
5,国强世纪娇,法正江山固,,
5,科教振中华,法制安天下,,
5,倡廉树新风,反腐扬正气,,
5,春花遍地红,芳草连天碧,,
5,古城日日新,芳草年年发,,
5,红旗处处飘,芳草年年绿,,
5,春联处处新,芳草年年绿,,
5,烂漫山花红,芳菲春草绿,,
5,春流绕蜀城,芳树笼秦栈,,
5,年共物华增,芳随春意满,,
5,珍惜好年华,放飞新希望,,
5,酌酒贺新年,放歌迎盛世,,
5,泼墨颂新春,放怀歌盛世,,
5,高歌动地吟,飞雪迎春到,,
5,心潮逐浪高,飞雪迎春到,,郭沫若集毛泽东词
5,盛世拓财源,丰年呈喜报,,
5,好景舞春风,丰年飞瑞雪,,
5,骏马跃长征,丰年飞瑞雪,,马年春联
5,富强赤子心,丰稔黄牛志,,牛年春联
5,马驰春作声,风度竹流韵,,马年春联
5,雨洗山更颜,风鼓帆展翼,,
5,春色望中新,风光行处好,,
5,春色一番新,风光逐时好,,
5,政洽喜千家,风和催四化,,
5,雨润百花香,风和千树茂,,
5,气澄天宇高,风和日华丽,,
5,法制好江山,风华新世纪,,
5,浪平海峡宽,风幻西欧浊,,
5,世新玉宇清,风劲红旗舞,,
5,文章点缀明,风景神奇秘,,
5,春到鸟亦歌,风来花似笑,,
5,春到鸟能言,风来花自舞,,
5,气清天宇高,风暖日光丽,,
5,气澄天宇高,风暖日华丽,,
5,谷聚岁常丰,风清春不老,,
5,政善众心红,风清江水碧,,
5,政善众安居,风清民乐业,,
5,春逐鸟声来,风移兰气入,,
5,祥征景福来,风引奇香入,,
5,神州浩荡春,风雨沧桑世,,
5,人和国自安,风正民心顺,,
5,人和国运昌,风正民心顺,,
5,官清社稷安,风正民心顺,,
5,人和国事安,风正民心顺,,
5,心齐事业兴,风正人民乐,,
5,神州万象新,大地千山秀,,
5,人心向阳红,大地迎春绿,,
5,小康万户欢,大富千家乐,,
5,神州震月星,大会惊中外,,
5,新春好运来,大业宏图展,,
5,小康岁月甜,大治固家盛,,
5,小康社会安,大治民心快,,
5,松柏青万年,丹桂香千里,,
5,黑手献乌金,丹心辉赤日,,
5,妙手绘春光,丹心献祖国,,
5,白首树新风,丹心珍晚节,,
5,深浅入时新,淡浓随意变,,印染厂(店)
5,民吟改革诗,党布翻番景,,
5,民意重如山,党恩深似海,,
5,政绩炳千秋,党恩泽四海,,
5,国色灿若霞,党风清如水,,
5,官清国运昌,党正民心乐,,
5,民怀报国心,党指通天路,,
5,民歌大有年,党指小康路,,
5,勤开致富门,党指幸福路,,
5,风云浩荡春,道德崇高事,,
5,法雨润苍生,德风熏赤县,,横批：文明国度
5,福依党恩生,德高人寿永,,
5,佳宅福长存,德门春不老,,
5,农户驻三阳,德门增百福,,
5,春暖万人心,灯照千门喜,,
5,莺歌绿柳春,笛弄红梅颂,,
5,莺啼杨柳风,笛弄梅花曲,,
5,莺歌杨柳风,笛奏梅花曲,,
5,村幽鸟任歌,地暖花长发,,农牧渔业
5,林幽鸟任歌,地暖花长发,,
5,天晴鸟争鸣,地暖花长发,,
5,林幽鸟欢歌,地暖花更发,,
5,天开锦绣春,地载风流世,,
5,卯兔耀中华,丁年歌盛世,,兔年春联
5,春色满人间,东风遍天下,,
5,大地发春华,东风传紫气,,
5,政策暖人心,东风拂大地,,
5,时雨沐春容,东风舒柳眼,,
5,大地发春华,东风引紫气,,
5,瑞雪兆丰年,东风迎新岁,,
5,西北兴欣欣,东南花艳艳,,
5,春来绘画图,冬去留诗意,,
5,春带凯歌来,冬随捷报去,,
5,桃李芳九州,栋梁砥华夏,,
5,含烟柳尚青,斗雪梅先吐,,
5,赏画悦心神,读书真福乐,,
5,新年又报祥,端月初临福,,
5,联斯翰墨家,对此文明世,,
5,举杯庆升平,对酒歌盛世,,
5,人勤万物丰,春暖百花艳,,
5,秋高听鹿鸣,春暖观龙变,,
5,月圆两岸情,春暖九州愿,,
5,官清百姓亲,春暖千山秀,,
5,山高碧水流,春暖青牛跃,,牛年春联
5,风清百鸟鸣,春暖群芳喜,,
5,日影泛桃烟,春情寄柳色,,
5,日影泛槐烟,春情寄柳色,,
5,花开万朵红,春染千顷绿,,
5,旗开日月红,春染乾坤绿,,
5,风香两岸人,春染万花蕊,,
5,光明照中华,春日暖大地,,
5,光耀大中华,春荣新世纪,,
5,日丽艳阳天,春融芳草地,,
5,黄云出塞多,春色临关尽,,
5,马蹄香万家,春色绿千里,,马年春联
5,旗帜万里红,春色千畴绿,,
5,韶光催早花,春色戏新燕,,
5,节日俭十分,春时勤百倍,,
5,康民乐年华,春水鸣禽韵,,
5,神州万里红,春水千溪绿,,
5,福自党恩来,春随人意至,,
5,梅在百花先,春为一岁首,,
5,梅占百花魁,春为一岁首,,
5,志远马扬蹄,春新门载福,,马年春联
5,世盛国幅辉,春新牛得草,,牛年春联
5,世盛马加鞭,春新羊得草,,羊年春联
5,秋风桂子香,春信梅花发,,
5,雪开万里晴,春醒三冬草,,
5,金鼠跳青松,春燕鸣暖树,,鼠年春联
5,福音随处留,春意及时绿,,
5,歌潮逐心潮,春意随人意,,
5,梅开五岳红,春映三江绿,,
5,党恩泽庶民,春雨润田野,,
5,东风不白头,春雨添新韵,,
5,秋风振凤毛,春雨新龙角,,
5,夜雨水平桥,春云山对屋,,
5,花红心更红,春早人尤早,,
5,岁新梅吐香,春早水流韵,,
5,世清山水明,春早田园秀,,
5,莺歌绿柳前,春占红梅上,,
5,到处尽如春,此间浑是锦,,
5,报喜牵牛开,催春布谷叫,,牛年春联
5,春江一江春,翠湖满湖翠,,
5,户户达小康,村村奔富路,,
5,城乡处处新,村镇融融乐,,
5,长征战鼓催,大地春风劲,,
5,神州气象新,大地春光好,,
5,中华日月新,大地风雷荡,,
5,江山映日红,大地逢春绿,,
5,瑞雪兆丰年,春风迎新岁,,
5,喜气满人间,春风盈大地,,
5,羊角步青云,春风追丽日,,羊年春联
5,马奔锦绣程,春拂芬芳地,,马年春联
5,昭代岁时新,春官桃李长,,
5,佳气满山川,春光遍草木,,部队、民兵、军烈属
5,节日家家欢,春光处处美,,
5,特色壮中华,春光辉大地,,
5,和气到人间,春光回大地,,
5,喜气到人间,春光回大地,,
5,捷报漫神州,春光明盛世,,
5,瑞雪映千家,春光洒万里,,
5,捷报喧九州,春光腾四野,,
5,壮志展宏图,春光腾紫气,,
5,科技改乾坤,春光添异彩,,机械厂
5,喜色入重门,春光投富户,,
5,世纪焕然新,春光无限好,,
5,国色牡丹香,春光杨柳绿,,
5,诗就绽梅时,春归飞雪外,,
5,鸟唱艳阳天,春归黄土地,,
5,燕舞人心间,春归杨柳上,,
5,政善福盈门,春和人贺岁,,
5,爆竹播欢声,春花含笑意,,
5,德政暖千家,春花香四野,,
5,喜鹊唱枝头,春花香庭院,,
5,欢乐溢门窗,春晖满庭院,,
5,正气满乾坤,春晖盈大地,,
5,佳气满山城,春辉遍草木,,
5,花开万户欢,春降千门福,,
5,节庆品诗联,春来敦孝悌,,
5,时霁鸟声繁,春来花气盛,,
5,风过竹自吟,春来花如锦,,
5,日出花更香,春来柳亦醉,,
5,雨过九霄晴,春来千里翠,,
5,冬去万木苏,春来千枝秀,,
5,人在画图中,春来瑞雪里,,
5,马跃路途宽,春来山水秀,,马年春联
5,雪化马归山,春来羊起舞,,羊年春联
5,霓散日喷金,春来杨绽绿,,
5,节到黄牛忙,春来紫燕舞,,牛年春联
5,月明马识途,春丽牛逢草,,牛年春联
5,喜报传喜讯,春联耀春光,,
5,美酒助豪情,春联盈喜气,,
5,福到院生辉,春临花带露,,
5,花繁民主枝,春满长征路,,部队、民兵、军烈属
5,日照大旗红,春满人世间,,
5,风静竹平安,春明花富贵,,
5,日暖励长征,春浓催四化,,
5,世盛歌如潮,春浓花似海,,
5,花好自然红,春浓随意绿,,
5,瑞雪兆丰年,春风吹腐浊,,
5,岁辞花炮里,春风吹绿树,,
5,时雨唤勤农,春风催快马,,
5,新雨润百花,春风催万物,,
5,兰惠生我篱,春风动百草,,
5,丽日照千门,春风发万卉,,
5,炉火荡金波,春风翻雪浪,,电镀厂
5,瑞雨杏花天,春风芳草地,,
5,瑞气接楼台,春风拂帘幔,,
5,喜雨润桃红,春风拂柳绿,,
5,灵鼠跳松青,春风拂绿柳,,鼠年春联
5,细雨润桃花,春风拂绿柳,,
5,政策暖人心,春风拂禹甸,,
5,旭日仰红旗,春风含绿意,,
5,淑气霭华堂,春风辉德里,,
5,紫燕筑新巢,春风开玉宇,,
5,明月在江头,春风来海上,,
5,党恩泽九州,春风绿万里,,
5,光明照中华,春风暖大地,,
5,政策合人心,春风暖大地,,
5,江山红万年,春风暖大地,,
5,喜雨泽神州,春风暖大地,,
5,正气盈九州,春风暖四海,,
5,夜雨细润花,春风轻梳柳,,
5,红日壮河山,春风荣草木,,
5,瑞雪润河山,春风荣草木,,
5,公德壮民魂,春风荣国色,,
5,泽雨润丰田,春风荣胜纪,,
5,彩笔点桃红,春风书喜字,,
5,瑞雪兆丰年,春风舒冻柳,,
5,时雨润桃腮,春风舒柳眼,,
5,新政暖神州,春风苏大地,,
5,时雨润神州,春风苏大地,,
5,旭日耀寰瀛,春风苏大地,,
5,丽日暖人心,春风苏大地,,
5,时雨润山川,春风苏海峡,,
5,细雨醒红梅,春风苏绿野,,
5,细雨绿千山,春风苏万物,,
5,喜雨乐千家,春风苏万物,,
5,旭日暖千家,春风苏万物,,
5,时雨翠千山,春风苏万物,,
5,世纪及时新,春风随处好,,
5,景象逐时新,春风随日至,,
5,岁月赋诗情,春风添画意,,
5,伟业伴龙腾,春风携福至,,
5,香月古梅花,春风新燕子,,
5,德政惠三江,春风薰四海,,
5,草木吐芬芳,春风摇翡翠,,
5,大地发清华,春风引紫气,,
5,淑气溢商场,春风迎顾客,,
5,春风满神州,长歌遍华夏,,
5,盛世九州春, 长虹七彩锦,,
5,大地遍春光,长空盈瑞气,,
5,特色壮神州,长天飞捷报,,
5,小康大有年,长治久安日,,
5,览世纪春光,长中华志气,,
5,永怀报国心,常鼓兴邦志,,
5,奋力建文明,敞怀谈改革,,
5,春辉世纪新,朝曙江山丽,,
5,新雨润春蕾,朝霞映红日,,
5,壮志化宏图,朝阳澄玉宇,,
5,人歌四化功,车行万里路,,铁路局（段、站）
5,接武引星辰,承恩占沆瀣,,紫禁城阅是楼直房春联
5,教一代新人,承千年学识,,
5,河山万簇春,城阙千门晓,,
5,河海万方春,城乡千户晓,,
5,兴国舞神龙,乘风腾骏马,,马年春联
5,策马喜迎春,乘龙能揽月,,
5,庭院醉春风,池塘喜夜雨,,
5,建国富而强,持家勤与俭,,
5,牛岁福临门,丑时春入户,,牛年春联
5,年年气象新,处处春光好,,
5,日日气象新,处处春光好,,
5,家家气象新,处处春光好,,
5,屋后花映红,窗前柳泛绿,,
5,屋后蝶恋花,窗前莺啼序,,
5,育四有新人,创千秋大业,,
5,开一代新风,创千秋伟业,,
5,入世地天长,创新光景好,,
5,改革树丰碑,创新光史册,,
5,治国廉为先,创业勤为本,,
5,腊梅傲雪香,春草当风劲,,
5,羊群动地欢,春草连天绿,,羊年春联
5,鼠岁报佳音,春潮传喜讯,,鼠年春联
5,烟树发南枝,春城回北斗,,
5,人于此时新,春从今夜归,,
5,人描天地新,春促山河变,,
5,人效拓荒牛,春催布谷鸟,,牛年春联
5,花放万里香,春催千山秀,,
5,花放山河新,春催杨柳绿,,
5,旗开西部兴,春到东风暖,,
5,家兴喜事多,春到风光美,,
5,花开万里香,春到千山秀,,
5,风催万里红,春到三晋暖,,
5,喜盈幸福家,春度文明国,,
5,花信旱传梅,春风初应律,,
5,梅韵贺新年,春风传捷报,,
5,凯歌贺新年,春风传捷报,,
5,瑞雪兆丰年,春风传喜讯,,
5,淑气满人间,春风吹大地,,
5,举国庆长春,安邦兴世纪,,
5,富强国力雄,安定春风畅,,
5,辛勤五谷香,安定千家乐,,
5,祥和幸福家,安定清平世,,
5,团结百事成,安定万民喜,,
5,四化涌春潮,八方盈正气,,
5,金马啸长风,白鹅游暖岸,,  马年春联
5,绿竹媚清涟,白云抱幽石,,
5,众星拱北辰,百川赴东海,,
5,万树绿云烟,百花春气象,,
5,万马起云烟,百花开锦绣,,  马年春联
5,双燕入农家,百花开田野,,
5,福地在春申,百年推甲子,,  鼠年春联
5,万里好河山,百年新世纪,,
5,五星灿国门,百鸟鸣春意,,
5,万灵猴占先,百业农为本,,  猴年春联
5,千行银作根,百业农为首,,
5,五谷丰登时,百业兴旺日,,  农牧渔业
5,腊梅报新春,爆竹传吉语,,
5,腊梅吐幽香,爆竹传吉语,,
5,腊梅吐幽香,爆竹传笑语,,
5,梅花朵朵红,爆竹声声脆,,
5,银蛇喜迎春,爆竹欣祝福,,  蛇年春联
5,德育子孙贤,笔耕桃李茂,,
5,笙歌幸福年,笔绘丰收景,,
5,诗成泣鬼神,笔落惊风雨,,
5,青山笼彩霞,碧水流新韵,,
5,丹心育栋梁,碧血催桃李,,
5,黄山松鼠鸣,碧野青蛙叫,,  鼠年春联
5,子庶庆丰登,丙辉觇瑞应,,  鼠年春联
5,子庶乐丰年,丙辉腾瑞气,,  鼠年春联
5,月朗一家亲,波平两岸近,,
5,良师育良才,伯乐荐骏马,,
5,寡欲见清心,不贪明赤胆,,
5,牵牛接福来,布谷迎春叫,,  牛年春联
5,喜似雪花飘,财如春水发,,
5,德誉万年长,财源千里广,,
5,春色满人间,财源通四海,,
5,鲜花应时开,彩蝶凌空舞,,
5,丽日映清波,彩云笼碧岫,,
5,朝霞染红梅,彩云捧旭日,,
5,美景应春来,残云随雪逝,,
5,绿竹与年新,苍松随岁古,,
5,子鼠与年新,苍松随岁古,,  鼠年春联
5,春新紫燕歌,草发黄牛乐,,  牛年春联
5,霜尽马蹄轻,草枯鹰眼疾,,  马年春联
5,松青白鹤栖,草绿黄牛卧,,  牛年春联
5,松高白鹤眠,草暖青牛卧,,  牛年春联
5,芳草见春心,茶花知暖意,,
5,庭院绽红梅,蟾宫降玉兔,,  兔年春联
6,人欢马叫春浓,雪瑞年丰福满,,
6,春归柳色尤青,雪映梅花更艳,,
6,云浮四海清晖,雪映一天春碧,,
6,梅兰珍重年华,燕雀应思壮志,,
6,莺嘴啄花红流,燕尾点波绿皱,,
6,人家晒网绿洲,燕子争泥黄坡,,
6,树立俭朴新风,养成勤俭美德,,
6,十分珍重年华,一刻莫闲岁月,,
6,万家杨柳春风,一院芝兰瑞气,,
6,万千花朵朝阳,亿众赤心向党,,
6,文坛万象更新,艺苑百花争艳,,
6,知书达理人家,溢彩流光岁月,,
6,辞岁翰墨飘香,迎春丹青焕彩,,
6,半村半廓人家,有竹有梅门第,,
6,择兰荷菊为邻,与松竹梅交友,,
6,风来碧野飘香,雨过青山吐翠,,
6,敢与日月争辉,愿为河山添锦,,
6,潮满三江春光,月明五湖曙色,,
6,花好倍思眷亲,月圆常念家国,,
6,领先时代潮流,阅尽人间春色,,
6,弘扬时代精神,展现民族特色,,
6,莫负锦绣年华,珍惜黄金时代,,
6,追求精彩人生,珍惜青春岁月,,
6,清清白白作人,正正堂堂行事,,
6,人和四海康宁,政惠九州祥瑞,,
6,国富岁月如花,政清山河似锦,,
6,国富日月增辉,政清星辰耀彩,,
6,国强步步登天,致富条条是道,,
6,产销配套成龙,种养择优发展,,
6,花开四化初成,竹报一元复始,,
6,清茶琴韵书生,竹露松风蕉雨,,
6,春光一刻千金,壮志五湖四海,,
6,丑年再上新阶,子岁先登富路,,牛年春联
6,红梅绿柳迎春,紫燕黄莺布谷,,
6,人民福寿安康,祖国繁荣昌盛,,
6,人民福寿安宁,祖国风光绚丽,,
6,人民天下长春,祖国河山竞秀,,
6,神州大地皆春,祖国河山似锦,,
6,人民事业同春,祖国江山如画,,
6,人民奋发有为,祖国前程无量,,
6,神州春意盎然,祖国山河壮美,,
6,中华人杰地灵,祖国山明水秀,,
6,中华人杰地灵,祖国山青水秀,,
6,人民同地永宁,祖国与天齐寿,,
6,堪欣福寿同增,最喜年春并至,,
6,还欣瑞气无边,最幸春光有主,,
6,今朝爆竹迎春,昨夜彩云追月,,
6,今朝喜气盈门,昨夜春风入户,,
6,千家事事舒心,四季时时胜意,,
6,万家同得长春,四序先临首祚,,
6,花边好鸟春风,松下清琴皓月,,
6,迎来万紫千红,送走一穷二白,,
6,年年物阜民康,岁岁风调雨顺,,
6,年年万事开心,岁岁三春得意,,
6,联两地为一家,缩千里为咫尺 ,,交通运输用联
6,昌期幸际升平,泰运频书大有,,
6,户外黄莺联鸣,堂前紫燕对语,,
6,柳浪布谷春风,桃符窗花瑞雪,,
6,柳绿更带朝烟,桃红复含春色,,
6,杜鹃夏季吐香,桃杏春季争放,,
6,建设精神文明,提倡五讲四美,,
6,增进人民健康,提高医疗质量 ,,医院
6,腊梅傲雪迎春,天马横空出世 ,,马年春联
6,人描四化宏图,天启三春美景,,
6,山川香草风流,铁石梅花气概,,
6,钢花怒放迎春,铁水奔流报喜,,
6,克勤克俭持家,同心同德建国,,
6,百年世纪长春,万里江山如画,,
6,五羊奋跃迎春,万马奔腾贺岁,,
6,九州同庆新春,万众共迎旭日,,
6,何辞雨露风霜,为创甜蜜事业,,
6,与日月争光辉,为江山添秀色,,
6,亦耕亦读传家,唯俭唯勤创业,,
6,白羊绿野新郊,乌金黄土故地 ,,羊年春联
6,天时地利人和,物阜国强民富,,
6,春到光荣人家,喜报英雄门第,,
6,春归光荣人家,喜报英雄门第,,
6,春临光荣人家,喜报英雄门第,,
6,红灯盏盏迎春,喜爆声声报岁,,
6,殷期万众小康,喜创千秋大业,,
6,笑迎泰运频来,喜看春光普照,,
6,精描马列宏图,喜纳工农雅意,,
6,灵羊及地呈祥,喜鹊登枝祝福 ,,羊年春联
6,春满劳动人家,喜盈工农门第,,
6,和风会意迎春,细雨无声润物,,
6,顺应时代潮流,显现英雄本色,,
6,瑞雪吐絮迎春,香梅含苞怒放,,
6,喜看水绿江南,笑问春归何处,,
6,喜滋滋迎新春,笑盈盈辞旧岁,,
6,华灯爆竹迎新,笑语欢歌辞旧,,
6,财如瑞雪翻飞,心似春花怒放,,
6,喜闻八方佳音,欣看四化伟业,,
6,春风春雨春花,新岁新光新景,,
6,目无魏吴群雄,胸有春秋全史,,
6,腊梅做雪迎春,旭日横空出世,,
6,纳贿遗臭万年,悬鱼流芳百世,,
6,政通世顺人和,雪白梅红柳绿,,
6,马蹄得得报春,雪片纷纷凝瑞 ,,马年春联
6,万里江河竞流,千仞峦峰皆秀,,
6,万民共庆年丰,千乡同歌国盛,,
6,盛世万象更新,前程千帆竞发,,
6,好景明媚如春,前程绚丽似锦,,
6,好景明丽如春,前程绚丽似锦,,
6,诚招四海英才,勤创九州伟业,,
6,和睦家庭幸福,勤劳千载致福,,
6,俭为致富良方,勤乃发家妙策,,
6,勇攀科学高峰,勤探知识大海,,
6,祝福万户更新,庆幸一元夏始,,
6,鸡鸣玉宇生辉,犬吠佞人丧胆 ,,狗年春联
6,家因和睦生财,人靠勤劳致富,,
6,智多五谷丰登,人勤六畜兴旺,,
6,年丰花好月圆,人寿国强家富,,
6,花香柳绿春浓,人寿年丰福满,,
6,清清白白做人,认认真真办事,,
6,党廉政善民安,日丽风和春暖,,
6,人欢马叫春新,日丽风和景艳 ,,马年春联
6,国强民富年丰,日丽风和人乐,,
6,龙腾虎跃霞飞,日丽风和雨润,,
6,家和人寿年丰,日暖风调雨顺,,
6,春春纳福无涯,日日生财有道,,
6,新春美酒佳联,瑞雪娇梅袅柳,,
6,春风鸟语花香,瑞雪松涛竹韵,,
6,树立崇德佳风,扫除拜金邪气,,
6,水清百舸争流,山碧千峰竞翠,,
6,水清百鸟争春,山碧千峰竞秀,,
6,花好月圆谷香,山青水秀春艳,,
6,重振龙马精神,尚存金蛇灵气 ,,马年春联
6,铸机妙手成春,设计匠心独运 ,,机械厂
6,祖国无限生机,神州—派春色,,
6,祖国红旗永飘,神州青山不老,,
6,盛世千秋伟业,神州万里春风,,
6,盛世春迎已巳,升平岁辞戊辰 ,,蛇年春联
6,神州虎跃龙腾,盛世民安业壮,,
6,神州万里春风,盛世千秋伟业,,
6,好花应时而开,时雨当春乃降,,
6,中华锦绣河山,世纪光华岁月,,
6,家家惬意欢欣,事事随心称快,,
6,无私方可当官,守法才能执政,,
6,尊长爱幼敬贤,守法奉公遵纪,,
6,一心夺去丰收,双手创造奇迹,,
6,笔连墨韵迎晨,霜送晓寒侵被,,
6,羊肥马壮春荣,水秀山明草茂,,
6,月圆花好谷香,水秀山青春艳,,
6,犬年大展雄姿,舜犬重临华夏 ,,狗年春联
6,五湖战鼓催春,四海旌旗映日,,
6,九天万象更新,四化千秋鼎盛,,
6,千方共庆家祥,四化喜开国运,,
6,五业欣欣向荣,四化蒸蒸日上,,
6,岁迎春夏秋冬,景历风花雪月,,
6,春新日丽人欢,景美年丰国瑞,,
6,闲谈莫论人非,静坐常思己过 ,,横披：严于律己
6,三江福水长流,九域春光永驻,,
6,七音共庆丰年,九域同歌盛世,,
6,新春大树新风,旧岁悉除旧弊,,
6,杏花春雨江南,骏马秋风蓟北 ,,马年春联
6,羚羊双角开春,骏马四蹄击鼓 ,,羊年春联
6,绘成四化宏图,开创千秋大业,,
6,改革枝头花繁,开拓路上春丽,,
6,革新枝上花荣,开拓路途春丽,,
6,欣逢世纪更新,堪喜风光胜旧,,
6,画眉欢唱迎春,孔雀开屏报喜,,
6,画眉欢歌迎春,孔雀开屏献美,,
6,国家属于人民,劳动创出世界,,
6,喜听八方春音,乐看四化伟业,,
6,迎来洒脱风流,历尽酸甜苦辣,,
6,求知莫畏羊肠,立志当怀虎胆 ,,羊年春联
6,新春新岁新人,丽水丽山丽景,,
6,千家瑞气盈门,两岸春光普照,,
6,九州共乐三春,两岸同期一统,,
6,四时和气人家,两袖清风门第,,
6,颂吟改革华章,领略神州风采,,
6,迎来骏马新春,留下小龙胜景 ,,马年春联
6,世态岁岁更新,柳色年年相似,,
6,花前益鸟春风,柳下清琴皓月,,
6,三江富裕常宁,六合和平博爱,,
6,蛇舞世纪新春,龙腾千年华夏,,
6,羊来举步生风,马去抬头见喜 ,,羊年春联
6,羊年事事吉祥,马岁家家如意 ,,羊年春联
6,新年再绘新图,马岁增添马劲,,
6,羊鸣世纪春光,马啸英雄浩气 ,,羊年春联
6,一门福寿安康,满户晴光瑞气,,
6,旗开一代风流,梅报九州春色,,
6,竹风喜报三多,梅蕊乐开五福,,
6,高悬玉镜光明,美化金瓯壮丽,,
6,院中鸟语花香,门畔山青水秀,,
6,腾飞万里鹏程,描绘千秋伟业,,
6,歌吟曲折人生,描绘神奇世界,,
6,放飞大地春光,描绘中华特色,,
6,雄心强国富民,妙手描山绣水,,
6,祖国兴旺发达,民族昌盛富强,,
6,英雄本色升华,民族精神不老,,
6,孜孜不倦读书,默默无闻做事,,
6,腊梅报岁岁丰,能者当家家福,,
6,家旺国兴人和,年丰德茂福盛,,
6,鸟语花香春浓,年丰人寿福满,,
6,柳绿花香春浓,年丰人寿福满,,
6,岁岁世态更新,年年柳色相似,,
6,盘根久冻春回,品蛰逢雷欲奋,,
6,弘扬民族精神,歌颂轩辕功德,,
6,光辉永照人间,功业长留天地,,
6,同兴锦绣中华,共建文明环境,,
6,同歌喜到人间,共庆春回大地,,
6,同歌春到人间,共喜阳回大地,,
6,花香日暖新春,国富民强盛世,,
6,天时地利人和,国富民强世盛,,
6,政清日月生辉,国富星辰耀彩,,
6,家宜勤俭节约,国贵安定团结,,
6,神州信念益坚,国际风云多变,,
6,花好月圆年丰,国强家富人寿,,
6,年丰日富时昌,国泰家兴民乐,,
6,民欣长治久安,国肇繁荣昌盛,,
6,新岁新春新人,好山好水好景,,
6,新岁新居新人,好水好山好景,,
6,更求全国繁荣,何限我家富裕,,
6,忠厚多福永安,和睦聚财致富,,
6,东方风来又一,红梅初绽花二,,
6,桃李含笑迎春,红梅伸枝傲雪,,
6,桃李笑颜迎春,红梅铮骨傲雪,,
6,彩笔精描四化,红心巧绘三春,,
6,青梅酸滴阳枝,红杏香满晴陌,,
6,龙腾四化鹏程,虎奋千年古国,,
6,兔来更显奇才,虎去犹存猛劲 ,,兔年春联
6,兔来更显捷才,虎去犹留猛劲 ,,兔年春联
6,兔奔喜报九州,虎啸凯歌一曲,,
6,莺歌燕舞春风,虎跃龙腾碧海,,
6,春华秋实年丰,虎跃龙腾国瑞,,
6,天时地利人和,虎跃龙骧鹏举,,
6,花明柳暗春浓,虎跃龙骧鹏举,,
6,家家紫燕迎春,户户金花报喜,,
6,人勤幸福有期,花艳春光无限,,
6,神州长治久安,华夏政通人杰,,
6,爆竹花灯迎新,欢歌笑语辞旧,,
6,爆竹华灯迎新,欢歌笑语辞旧,,
6,红联对对迎春,欢炮声声报喜,,
6,喜迁遥念亲人,欢庆高居大厦,,
6,红梅绿柳新春,火树银花盛景,,
6,发扬民主精神,加强法制观念,,
6,春浓日暖花香,家富国强民乐,,
6,人人庆贺安康,家家恭喜致富,,
6,处处恭贺丰年,家家喜迎新纪,,
6,致力振兴中华,坚持团结奋斗,,
6,祖国前程辉煌,江山春色娇艳,,
6,大业百世其昌,江山千秋永固,,
6,祖国前程似锦,江山万里皆春,,
6,嫩柳迎春多姿,娇梅傲雪烂漫,,
6,江山处处皆春,节日人人共乐,,
6,皆言福自群生,借问春从何至,,
6,明朝万户更新,今日千家辞旧,,
6,福到人寿年丰,春引百花竟放,,
6,旗扬万里雄风,春织千山锦绣,,
6,福从天上降临,春至家中抽芽,,
6,秋收满仓黄金,春种遍地绿玉,,
6,秋收万顷黄金,春种千山绿玉,,
6,秋收万仓黄金,春种千田碧玉,,
6,云描淑景千番,春驻笔花万朵,,
6,泰蒸豹雾千层,春著笔花万朵,,
6,富由开放得来,春自改革唤起,,
6,年从瑞雪迎来,春自寒梅报到,,
6,年从玉兔迎来,春自寒梅报起 ,,兔年春联
6,香由乳燕衔来,春自寒梅唤起,,
6,福由兔口衔来,春自卯时报起,,
6,傲骨高风亮节,翠竹红梅青松,,
6,神州万象更新,大地百花齐放,,
6,神州人物轩昂,大地风光旖旎,,
6,神州两制长存,大地三春永驻,,
6,神州跃马争春,大地生香吐艳 ,,马年春联
6,春风又是一年,大水流为九曲,,
6,明春万象更新,大业千帆竞发,,
6,昭昭日月生辉,荡荡乾坤不老,,
6,遍地虎跃龙腾,到处山欢海笑,,
