category,down_part,up_part,top_scroll,desc
龙,龙腾虎跃竞争先,燕舞莺歌相比美,,
龙,九州大地起宏图,一代龙人开盛纪,,
龙,万里腾龙海内春,一联壮我楹间色,,
龙,八方锦绣燕衔春,一片惊涛龙出海,,
龙,万物生辉燕报春,一元复始龙增岁,,
龙,卯归辰至发祥光,已去庚来腾瑞气,,
龙,锦绣江山龙虎姿,英雄儿女鲲鹏志,,
龙,时代呼唤潜海龙,英雄自有凌云志,,
龙,虎跃龙腾国事兴,莺歌燕舞春光美,,
龙,喜新政只为宜民,迎龙年唯求国利,,
龙,民奔富路万家欢,鱼跃龙门千业振,,
龙,龙吟虎啸咤风云,鱼跃鸢飞惊海宇,,
龙,神龙跃起展鸿猷,玉兔呈欢辞旧岁,,
龙,金龙献瑞创辉煌,玉兔呈祥留硕绩,,
龙,金龙贺岁保平安,玉兔辞年传吉利,,
龙,金龙下界沐祯祥,玉兔回宫留福泽,,
龙,金龙浴日上云霄,玉兔回宫攀月桂,,
龙,金龙飞舞彩云间,玉兔升腾蟾阙里,,
龙,春回青苑凤麟游,云近紫台龙虎气,,
龙,海啸腾龙国有威,云灵化鹤人增寿,,
龙,雪鹤飞扬入北山,云龙上下驰东野,,
龙,笔挥风雨走龙蛇,指点江山扬国粹,,
龙,祖国江山龙虎姿,中华儿女鲲鹏志,,
龙,百鸟成群凤向阳,中华民族龙传世,,
龙,大地迎春紫燕飞,中华跃日神龙舞,,
龙,大地焕然万象新,中华振兴巨龙舞,,
龙,更新世纪在龙年,装点江山凭妙手,,
龙,春雷带雨壮龙腾,紫气缭桐招凤落,,
龙,伟业宏图壮国威,紫微祥气腾龙态,,
龙,黄鹂唱起戏金龙,紫燕飞来寻玉兔,,
龙,金龙户外报佳音,紫燕庭前传吉语,,
龙,龙缠肇岁凤纪书元,柏叶为铭椒花献瑞,,
龙,龙腾玉宇世纪更新,璧合金瓯神州焕彩,,
龙,中华崛起龙有传人,大地春回凤鸣盛世,,
龙,神龙起舞祖国长春,大业中兴宏图再展,,
龙,兔乐丰仓送旧年,龙腾喜浪迎新纪,,
龙,鹊立梅梢报福音,龙腾霄汉开新宇,,
龙,鹊立枝头报好音,龙腾霄汉开新运,,
龙,马跃长征万里遥,龙腾新纪百年好,,
龙,春满人间民泰安,龙腾云海国昌盛,,
龙,政协人和天地春,龙兴阳动乾坤晓,,
龙,兔降葡旗别澳门,龙萦华表冲霄汉,,
龙,狮醒神州世界惊,龙游沧海江湖小,,
龙,鹏鸟岂堪同日语,龙种自与常人殊,,
龙,华人欢度万荣春,龙族喜迎千禧岁,,
龙,龙步震开盛纪春,梅花香遍神州地,,
龙,炎黄一脉是神龙,梅柳三春飞雏燕,,
龙,雪向龙年报丰年,梅为春意赋新意,,
龙,鹊向龙年报好音,梅为小院添春色,,
龙,户栽花树户生辉,门对龙山门进宝,,
龙,国步龙腾壮国威,民情雀跃符民意,,
龙,中华崛起赖龙人,民族振兴增国力,,
龙,丽水腾龙锦绣程,明山卧虎吉祥地,,
龙,鱼跃龙门动地天,鸟鸣春日惊山水,,
龙,一池翰墨舞龙蛇,七彩云霞铺锦绣,,
龙,三中伟业胜腾龙,七五征程如奔兔,,
龙,万里春光紫燕衔,千家福气金龙降,,
龙,万般气象壮龙年,千里云霞辉大地,,
龙,一代风流骏马驰,千秋事业神龙舞,,
龙,万家灯火庆新春,千禧龙年歌盛世,,
龙,五色龙江抱江流,千寻凤阁攀云上,,
龙,捷报宏图振国威,青云浩气腾龙步,,
龙,国步腾龙世纪新,人心思治江山固,,
龙,国步腾龙国更强,人心向党人承福,,
龙,虹飞五岳巨龙腾,日丽三江金凤舞,,
龙,吉祥云彩壮龙腾,如意春风催虎啸,,
龙,神龙闹海世清明,瑞霭满堂年喜庆,,
龙,十亿神州起凤毛,三中花雨播龙种,,
龙,风雷动地走龙蛇,诗画满园铺锦绣,,
龙,龙腾四海息风波,狮醒九州驱虎豹,,
龙,江山国色舞神龙,世纪春光辉大地,,
龙,春风杨柳燕剪裁,世纪风云龙际会,,
龙,春光焕彩燕衔泥,世纪更新龙出海,,
龙,中华崛起国扬眉,世纪图腾龙翘首,,
龙,文是龙心不待雕,书因鸟迹方成篆,,
龙,三阳开泰颂龙年,四化征途加马力,,
龙,驾金龙敖广献珠,送玉兔吴刚捧酒,,
龙,年逢惠政沐春风,岁降金龙蒙化雨,,
龙,人间紫燕舞新春,天地神龙开盛纪,,
龙,龙奋新程建大功,兔辞胜岁传佳话,,
龙,龙目乐观世纪春,兔毫描绘江山画,,
龙,龙岁雄风震乾坤,兔年捷报惊世界,,
龙,龙伴春来壮画图,兔随冬去留春意,,
龙,八方喜雨起苍龙,万里春风苏绿野,,
龙,五湖四海任龙腾,万水千山凭虎跃,,
龙,民殷国富盼龙飞,鼠去牛来闻虎啸,,
龙,龙腾虎跃奋新程,鼠去牛来欣大治,,
龙,无限春光亮马蹄,数声柳笛飘牛背,,
龙,四野耕犁试早春,数声牧笛传新曲,,
龙,牛勤何用用当头,蹄奋不须鞭震耳,,
龙,赤帜啸风满地红,铁牛喘月平畴绿,,
龙,茧手挖来遍地金,铁牛拖出满山宝,,
龙,俯首甘为孺子牛,挺身勇灭官仓鼠,,
龙,地产黄金鸡犬欢,土生白玉牛羊壮,,
龙,报国壮怀赤子心,为民当效黄牛力,,
龙,愿闻老子再骑牛,未许田文轻策马,,
龙,九州马叫并牛欢,五岭莺歌又燕舞,,
龙,迎到金牛买铁牛,写完福字描春字,,
龙,小院频传喜鹊歌,新春乐咏黄牛颂,,
龙,丰岁诗吟白雪歌,新春人唱黄牛赞,,
龙,旭日高悬致富门,新春喜作黄牛颂,,
龙,农家笑望春燕飞,新村喜盼铁牛到,,
龙,黄牛奋进不着鞭,新岁牧歌需纵酒,,
龙,无边柳色绿村头,一曲牧歌传牛背,,
龙,甘作人民孺子牛,勇当改革排头兵,,
龙,无边春色燕衔来,有福人家牛报喜,,
龙,无垠大道马扬蹄,有庆年头牛得草,,
龙,金牛奋地涌春潮,玉鼠回宫传捷报,,
龙,金牛焕彩耀星辰,玉碗生光辉琥珀,,
龙,燕舞莺歌处处春,猪肥牛壮家家乐,,
龙,食足衣丰民自安,猪肥牛壮家增福,,
龙,鼠归牛到竞辉煌,子去丑来腾锦绣,,
龙,勿问收获但问耕耘,不知索取只知奉献,,
龙,养牛致富国裕家康,灭鼠消灾粮丰人寿,,
龙,笑迎农家马壮牛欢,喜看大地莺歌燕舞,,
龙,牛肥马壮门户浴春风,腊尽春归山村添喜气,,
龙,春明日丽万象喜更新,鼠去牛来一元欣复始,,
龙,金牛献瑞万里笑春风,喜鹊登梅百族迎佳节,,
龙,歌颂牛年家家富裕户户歌,乐辞鼠岁处处丰收人人乐,,
龙,牛年逢盛世香港回归庆团圆,鼠岁报佳音市场兴旺迎胜利,,
龙,文明古国尽朝晖,华夏大地春常在,,
龙,新春马跃玉珂鸣,华夏龙腾金鼓壮,,
龙,神州兔跃玉仓盈,华夏龙腾金鼙壮,,
龙,巨龙昂首恃风雷,华夏扬威惊世界,,
龙,紫凤驾云上碧霄,黄龙行雨腾沧海,,
龙,泼墨龙飞万水腾,挥毫凤舞千山秀,,
龙,存虎胆立志兴邦,绘龙图铭心济世,,
龙,山岳峰峦任虎行,江河湖海凭龙跃,,
龙,华夏高天可腾龙,江山故国堪留鹤,,
龙,华夏昊天可跃龙,江山故国堪留鹤,,
龙,道路逶迤骏马驰,江山秀丽神龙舞,,
龙,世纪更新国富强,江山依旧龙盘踞,,
龙,紫燕归门报早春,蛟龙出海迎红日,,
龙,莺燕闹春杨柳青,蛟龙腾海风雷激,,
龙,铁手造福福气浓,金龙报春春风暖,,
龙,彩凤朝阳贺小康,金龙出海迎新岁,,
龙,喜鹊登枝福韵高,金龙闹海春潮涌,,
龙,绿柳迎春乐万家,金龙献瑞苏千里,,
龙,奔腾江海巨龙腾,锦绣山川春色绣,,
龙,千千情结系金龙,九九祥云舒玉兔,,
龙,四海腾龙民族魂,九天揽月中华志,,
龙,四海龙吟乐大年,九州丽日迎新纪,,
龙,猛虎催啸民族魂,巨龙腾跃中华志,,
龙,屠龙刺虎好文章,刻翠裁红新格调,,
龙,欣承国运展龙图,快抓良机辞兔岁,,
龙,敢为四化缚苍龙,况向长征驰赤兔,,
龙,风振紫霄翔凤归,浪翻南海潜龙至,,
龙,荆树光天颂九龙,莲花锦地歌妈祖,,
龙,油龙出海壮神州,炼塔凌空荣广宇,,
龙,一身正气鬼神惊,两袖清风龙虎惧,,
龙,鹏飞碧宇览神州,龙步青云酬壮志,,
龙,春自千重锦上来,龙从百丈潭中起,,
龙,国展宏图大业娇,龙开盛纪新春丽,,
龙,祖国宏图任我描,龙门丽景催鱼跃,,
龙,燕子双飞报好音,龙门一跳迎新岁,,
龙,虎林虎地虎飞腾,龙省龙年龙起舞,,
龙,辰光正亮著先鞭,龙岁初临勤努力,,
龙,莺歌唱出好春光,龙岁迎来新世纪,,
龙,兔丽长河展壮图,龙腾广宇添新秀,,
龙,鸟语花香世纪新,龙腾虎跃春光好,,
龙,物阜年丰国运昌,龙腾虎跃风云壮,,
龙,海晏河清锦绣天,龙腾虎跃光明地,,
龙,人寿年丰谢党恩,龙腾虎跃闹春意,,
龙,年富力强好时光,龙腾虎跃新世纪,,
龙,燕舞莺歌庆升平,龙腾虎跃兴大治,,
龙,春暖虞唐草木荣,龙腾华夏金鼙壮,,
龙,德启门庭毓秀人,龙腾华夏钟灵地,,
龙,春满神州万物荣,龙腾盛世千家喜,,
龙,虎变风云驾海虬,龙腾涛海易天历,,
龙,鹏舞雄姿搏九霄,龙腾伟业超千古,,
龙,人杰地灵,藏龙卧虎,,
龙,绝胜鹏搏,况逢龙岁,,
龙,虎啸动春雷,龙腾翻巨浪,,
龙,群龙志腾飞,万众思改革,,
龙,龙腾大地春,燕语新华喜,,
龙,邦兴勿忘虎门烟,澳归犹凭龙剑气,,
龙,九州春色启龙年,八面威风增国力,,
龙,万川汇海起蛟龙,百尺高梧栖彩凤,,
龙,强国宏图众手描,报春乐曲神龙吟,,
龙,丹山日上凤双飞,北海云生龙对舞,,
龙,砚池水满墨龙飞,笔架山高才气现,,
龙,春归盛世好青春,笔走神龙大手笔,,
龙,诗流雅韵有高人,笔走神龙凭大手,,
龙,苍梧茂叶凤呈祥,碧海惊涛龙献瑞,,
龙,又唱龙年祝福歌,才闻兔岁凯旋曲,,
龙,金龙起舞庆新春,彩凤来仪迎大治,,
龙,石马长嘶汉苑风,苍龙半挂秦川雨,,
龙,老树春深更著花,苍龙日暮还行雨,,
龙,碧海连天潜玉龙,苍梧拔地栖金凤,,
龙,龙腾于天万国钦,辰居其所众星拱,,
龙,龙岁呈祥四季宁,辰年迪吉千重瑞,,
龙,龙年百业壮中华,辰日一轮驰浩宇,,
龙,金龙拱日万家春,赤兔追风千里志,,
龙,挥毫妙笔颂春秋,出海神龙开世纪,,
龙,喜传域外庆龙飞,春到人间争虎跃,,
龙,龙虎腾飞事业中,春光明媚江山上,,
龙,龙年抖擞龙精神,春节迎来春气象,,
龙,龙年龙岁龙腾飞,春日春风春浩荡,,
龙,金龙展志壮神州,春雨多情绿大地,,
龙,巨龙飞跃盛中华,大业功成惊世界,,
龙,有志者必定腾龙,大丈夫无须待兔,,
龙,小康龙舞更开心,大治凤鸣尤乐耳,,
龙,苍龙布雨润神州,丹凤朝阳歌盛世,,
龙,大路康庄骏马驰,丹霞瑰丽神龙舞,,
龙,锦山绣水凤文章,动地惊天龙气象,,
龙,日临雁塔晓云开,风发龙门春浪暖,,
龙,雨过庭余鸟迹书,风来松度龙吟曲,,
龙,开放喜看玉龙腾,改革迎来金虎啸,,
龙,又饮龙年酒三杯,刚唱兔岁歌一曲,,
龙,辰绽联花拓盛元,庚呈瑞彩迎春节,,
龙,辰年启泰国腾骧,庚序开元民奋发,,
龙,龙年飞跃展龙图,国策英明增国力,,
龙,年丰物阜凤还巢,国富民殷龙献瑞,,
龙,龙飞龙跃靠龙人,国运国兴凭国策,,
龙,山高岂妒凤朝阳,海阔何愁龙跃水,,
龙,龙吟有意动河山,虎啸无弦惊海宇,,
龙,莺歌燕舞贺新春,虎跃龙腾欢盛世,,
龙,龙盘虎踞慨而慷,户吉家祥歌且舞,,
龙,英雄祖国盼龙飞,花柳春风催燕舞,,
龙,盛世腾龙国色娇,华堂戏燕春风暖,,
马,伟业殊勋一代精英振国威,金戈铁马三军猛士戍边邑,,
马,新春跃马马奔大路路更宽,旧岁蛰蛇蛇舞青山山愈秀,,
马,葵花吐蕊栉风沐雨向阳开,快马加鞭协力同心跟党走,,
马,苍松傲雪余生再唱春牛歌,老骥伏枥退休续谱夕阳曲,,
马,银蛇献岁昭苏万物舞东风,老马识途奋驾长车奔富路,,
马,阳关大道千骑骏马着先鞭,丽日蓝天万树繁花争早放,,
马,云蒸丽日喜鹊登枝报福音,柳拂春风马蹄得意奔新路,,
马,志凌霄汉十亿英雄唱新歌,气贯长虹四化征途催战马,,
马,万马奔腾一路凯歌一路春,千帆竞发几经风雨几经浪,,
马,马到成功兴益除弊国力强,蛇舞取胜除暴安良政局稳,,
马,给民造福千帆竞发富春江,为国争辉万马齐奔改革路,,
马,骏马迎春当显雄才唱大风,小龙辞岁好凭妙手书鹏赋,,
马,金马奔来争夸祖国气象新,银蛇归去盛赞人间春色美,,
马,旗飘四化跃马扬鞭万众忙,雨润三春披红戴绿千山舞,,
马,金瓯永固马叫人欢幸福春,玉宇澄清花香鸟语升平世,,
马,扬帆契浪一江春水涌千帆,跃马扬鞭四化征途奔万马,,
马,创伟业四海豪杰破浪飞舟,展宏图九州英才扬鞭跃马,,
马,扬鞭跃马矢志同奔万里程,展智施能雄心共创千秋业,,
马,紫气开晴宇满天捷报壮新猷,春风会马年一路凯歌迎盛世,,
马,千里马马奔千里千里荡春风,九霄鹏鹏举九霄九霄飞捷报,,
马,黄莺初唱晓千里乐声唱丰收,骏马早迎春一代英豪图改革,,
马,喜今朝骏马奔驰九州尽春晖,看旧岁银蛇起舞群山增秀色,,
马,争分夺秒四化宏图绘在今朝,快马加鞭万里长征始于足下,,
马,大地迎马年一路凯歌壮春风,神州呈瑞彩满天捷报迎旭日,,
马,千村碧野马叫人欢淑景连绵,万里蓝天莺歌燕舞春光无限,,
马,神州迎笑语雄狮起舞小康年,鲜卉挹春风骏马奔腾强国路,,
马,大骥驰千里骥随春到展宏图,小龙舞九州龙伴腊归留胜迹,,
马,金马送春来国民经济喜腾飞,银蛇随腊去农业丰收欣在望,,
马,迎接崭新世纪人民团结一条心,振兴伟大中华道路驰骋千里马,,
马,争跨骐骥欢呼十载改革国富民殷,竞舞龙蛇喜看九州开放天翻地覆,,
马,春风初度马跃神州喜奔锦绣前程,岁序更新蛇归洞府畅述辉煌成就,,
马,城市繁荣共迎新岁车如流水马如龙,农村兴旺同庆丰收谷似金山棉似海,,
马,青云直上马扬蹄,紫气东来春得意,,
马,旭日扬辉光照万家,春风得意马驰千里,,
马,征途正远万马奔腾,大海方平千帆竞发,,
马,春风得意万马奔腾,好雨知时百花齐放,,
马,火树银花浴雪迎春,金戈铁马扬眉吐气,,
马,峥嵘岁月马叫人欢,锦绣山河春和世泰,,
马,杏花沐雨四海迎新,骏马嘶风九州辞旧,,
马,闻鸡起舞建设家园,快马加鞭振兴祖国,,
马,金戈铁马四海扬威,绿水青山九州生色,,
马,燕子衔来万紫千红,马蹄踏碎一穷二白,,
马,鱼肥秧壮四海春浓,马跃人欢九州欢治,,
马,昌隆国运万马奔腾,明媚春光百花竞放,,
马,人欢马叫一路凯歌,鸟语花香满园春色,,
马,展宏图快马猛加鞭,庆盛世雄狮轻起舞,,
马,原驰骏马节日欢腾,山舞银蛇春光烂漫,,
马,群策群力快马加鞭,同心同德宏图再展,,
马,春及第马驰志也驰,喜盈门天乐人亦乐,,
马,三阳开道万马奔腾,一夜报春百花齐放,,
马,雨顺风调马壮人欢,月圆花好鸟飞鱼跃,,
马,抬头见喜喜气盈门,跃马迎春春风扑面,,
马,十亿人民更上一层楼,百尺竿头重跨千里马,,
马,万马奔腾改革事业兴,百花争艳祖国春光好,,
马,赤骝奔大路祖国长春,赤帜舞东风江山如画,,
马,干群并肩同上一层楼,工农携手共跨千里马,,
马,跃马扬鞭飞越天柱峰,举步昂首攀登十八盘,,
马,梅花香大地喜满九州,快马舞东风春盈四海,,
马,地灵人杰门户沐春风,马壮牛肥山村添喜气,,
马,人欢马叫四季画图新,鸟语花香九州春光好,,
马,远征非远良马自奋蹄,奇迹不奇英雄能创造,,
马,燕舞莺歌喜庆夏收年,人欢马跃开创新局面,,
马,四化建设更上一层楼,十亿神州共驰千里马,,
马,百花争艳金马踏春来,五谷丰登银蛇载誉去,,
马,看九州大地马叫人欢,喜四化征途莺歌燕舞,,
马,好鞍好马驰骋好前程,新貌新风喜迎新世纪,,
马,人欢马叫春潮逐浪高,鱼跃鸢飞光景随时好,,
马,红梅报喜喜催万马千军,爆竹迎春春丽五湖四海,,
马,兴伟业应唤春风惠万家,步新潮须骑骏马驰千里,,
马,曾经大风浪更上一层楼,才过小龙年又催千里马,,
马,红旗猎猎千骑骏马争先,春日融融万树繁花竞放,,
马,骏马奔腾飞越道道雄关,宏图大展成就行行伟业,,
马,看漫天彩霞战马长精神,听遍地豪歌征人添虎劲,,
马,宏图再展与日月竞光辉,万马奔腾为江山添锦绣,,
马,华灯万盏欣迎午马展嘉猷,爆竹一声喜送巳蛇留庶绩,,
马,驾龙追日龙腾龙国振龙威,策马争春马跃马年加马力,,
马,征途跃马英雄儿女着先鞭,大地回春锦绣河山添异彩,,
马,人欢马跃跃马扬鞭赴前程,凤舞龙腾腾龙兴国创新业,,
马,奋发图强骏马奔腾大有为,改革开放神州巨变真无比,,
马,民富国强龙马奔腾世纪新,花红柳绿河山壮丽门庭秀,,
马,承前启后神州骏马有奔头,继往开来世纪春光无限好,,
马,兴邦强国志气如虹展画图,继往开来蹄声似鼓惊天地,,
马,一鞭神骏奋前程,万里清风舒画卷,,
马,十年树木百年人,万里征途千里马,,
马,千匹骏马带朝烟,万缕彩霞迎旭日,,
马,百花齐放四时春,万马奔腾五彩路,,
马,五湖四海涌春潮,万马千军创大业,,
马,征途万里马嘶风,伟业千秋人奋志,,
马,悲鸿泼墨画神驹,魏武挥鞭吟老骥,,
马,龙马精神海鸥姿,文明社会春风意,,
马,锦绣前程亮马蹄,文明盛世飞春色,,
马,翰墨应催骏马图,文章须纳风云气,,
马,有庆年头万马驰,无边春色百花艳,,
马,不待扬鞭马奋蹄,无须添足蛇归洞,,
马,新春更上一层楼,午岁争迎千里马,,
马,得意马蹄一路风,向阳花木三春秀,,
马,骏马方乘改革风,小龙大殿鹏飞志,,
马,骏马腾欢大有年,小龙游罢清平世,,
马,骏马图挂墨韵斋,新春贴留吉祥草,,
马,亲朋酌酒贺丰年,新骏扬鞭奔大道,,
马,壮心高展九霄鹏,新岁更腾千里马,,
马,捷报如云万里飘,雄关似铁千骑越,,
马,骏马奔腾民族风,雄狮竞舞中华志,,
马,壮志敢擒出海龙,雄心驯服腾云马,,
马,立志兴邦展壮猷,扬鞭策马开新纪,,
马,九州骏马踏雄风,一代英豪图伟业,,
马,万家春色柳闻莺,一路马蹄花引蝶,,
马,几番旷野卷高尘,一任马蹄敲战鼓,,
马,千匹骏马闯雄关,一夜春风来小院,,
马,骏马迎来锦绣春,银蛇带去峥嵘岁,,
马,骏马欣迎锦绣春,银蛇喜送峥嵘岁,,
马,骏马腾飞起宏图,银蛇蛰伏藏瑰宝,,
马,骏马齐奔强国途,英才竞献兴邦策,,
马,浩荡春风暖万家,英雄骏马奔千里,,
马,龙马精神贯古今,英雄魄力惊天地,,
马,骏马雄风荡柳烟,英雄气概凌天宇,,
马,马踏春风一路花,莺歌柳浪千家笑,,
马,马叫人欢婀娜春,莺歌燕舞芳菲节,,
马,马叫人欢艳阳春,莺歌燕舞芳菲节,,
马,马跃前程步步高,莺歌杨柳枝枝秀,,
马,马驰碧野卷雄风,鹰击长空抒远志,,
马,破浪扬帆气势雄,迎春策马声威壮,,
马,宜人春色到农家,映日红霞浮白马,,
马,无边春色驻神州,有志宝驹奔大道,,
马,途中赤兔步青云,院内红梅输白雪,,
马,腾龙出海振神州,跃马乘风奔大道,,
马,腾龙历展二千年,跃马日行九万里,,
马,耕云播雨夺丰收,跃马扬鞭抒壮志,,
马,跃马扬鞭步小康,张灯结彩迎春节,,
马,春风得意马腾飞,政策归心人振奋,,
马,神驹腾飞国扬威,政策英明民放胆,,
马,扬鞭催马奔征程,壮志凌云振鹏翼,,
马,民殷国富盼龙飞,鼠去牛来闻虎啸,,
马,龙腾虎跃奋新程,鼠去牛来欣大治,,
马,无限春光亮马蹄,数声柳笛飘牛背,,
马,四野耕犁试早春,数声牧笛传新曲,,
马,牛勤何用用当头,蹄奋不须鞭震耳,,
马,赤帜啸风满地红,铁牛喘月平畴绿,,
马,茧手挖来遍地金,铁牛拖出满山宝,,
马,俯首甘为孺子牛,挺身勇灭官仓鼠,,
马,地产黄金鸡犬欢,土生白玉牛羊壮,,
马,报国壮怀赤子心,为民当效黄牛力,,
马,愿闻老子再骑牛,未许田文轻策马,,
马,九州马叫并牛欢,五岭莺歌又燕舞,,
马,迎到金牛买铁牛,写完福字描春字,,
马,小院频传喜鹊歌,新春乐咏黄牛颂,,
马,丰岁诗吟白雪歌,新春人唱黄牛赞,,
马,旭日高悬致富门,新春喜作黄牛颂,,
马,农家笑望春燕飞,新村喜盼铁牛到,,
马,黄牛奋进不着鞭,新岁牧歌需纵酒,,
马,无边柳色绿村头,一曲牧歌传牛背,,
马,甘作人民孺子牛,勇当改革排头兵,,
马,无边春色燕衔来,有福人家牛报喜,,
马,无垠大道马扬蹄,有庆年头牛得草,,
马,金牛奋地涌春潮,玉鼠回宫传捷报,,
马,金牛焕彩耀星辰,玉碗生光辉琥珀,,
马,燕舞莺歌处处春,猪肥牛壮家家乐,,
马,食足衣丰民自安,猪肥牛壮家增福,,
马,鼠归牛到竞辉煌,子去丑来腾锦绣,,
马,勿问收获但问耕耘,不知索取只知奉献,,
马,养牛致富国裕家康,灭鼠消灾粮丰人寿,,
马,笑迎农家马壮牛欢,喜看大地莺歌燕舞,,
马,牛肥马壮门户浴春风,腊尽春归山村添喜气,,
马,春明日丽万象喜更新,鼠去牛来一元欣复始,,
马,金牛献瑞万里笑春风,喜鹊登梅百族迎佳节,,
马,歌颂牛年家家富裕户户歌,乐辞鼠岁处处丰收人人乐,,
马,牛年逢盛世香港回归庆团圆,鼠岁报佳音市场兴旺迎胜利,,
马,蓝天浩翰搏雄鹰,绿野苍茫驰骏马,,
马,春到农家雪吐香,马奔大道风生响,,
马,人行阔步闯雄关,马不停蹄传捷报,,
马,羊腾绿野展雄风,马步青云迎旭日,,
马,鹰击长空气若虹,马驰大路春如锦,,
马,鹏过高天展万程,马逢伯乐驰千里,,
马,风驰电掣奋征程,马叫人欢奔旭日,,
马,鹊语遂心报好音,马蹄得意奔新路,,
马,燕语茑歌迎新年,马蹄捷报映晓日,,
马,春酒味浓贺大年,马蹄声碎开新路,,
马,骏马奔驰一路春,梅花欢喜漫天雪,,
马,高天浩宇快鹏心,美景前程欣骥足,,
马,马前征途映眼新,门畔春色迎年秀,,
马,路上蹄花映眼新,门前春色迎人笑,,
马,强邦兴国献良谋,秣马厉兵操胜券,,
马,东效草浅试蹄轻,南岭梅香迎岁至,,
马,马驰盛纪二千年,鹏举长空九万里,,
马,满斟美酒贺丰年,齐策战马迎新岁,,
马,携春带福送人间,骑马挎枪迎曙色,,
马,马奔万里九州春,旗展五星四海笑,,
马,万马奔腾改革图,千畴竞秀丰收景,,
马,万马奔腾万里春,千帆竞渡千重浪,,
马,一年锦绣马风光,千里江山春气象,,
马,万骑骏马着先鞭,千树春花争早放,,
马,骐骥奔腾向未来,青春壮丽辉天地,,
马,贺新春万马奔腾,庆佳节九州同乐,,
马,展宏图快马加鞭,庆盛世雄狮起舞,,
马,落日平原似马豪,秋风古道题诗瘦,,
马,国扬威力马扬蹄,人得春风牛得草,,
马,狮舞龙腾改革潮,人欢马叫丰收岁,,
马,燕语莺歌锦绣春,人欢马叫升平世,,
马,囤满仓盈富裕年,人强马壮康乐日,,
马,红旗引路马扬蹄,瑞霭盈门春在户,,
马,万里东风逐马蹄,三春芳讯传莺口,,
马,壮观骏马美观春,色借梅花香借雪,,
马,原驰骏马草含春,山舞银蛇梅吐艳,,
马,马跃神州百业兴,蛇辞禹甸三春丽,,
马,慧眸伯乐选名驹,神笔马良画彩骏,,
马,小燕喜穿柳上风,神驹轻踏春前草,,
马,万马蹄花入画图,十分春色辉天地,,
马,一群骏马跃雄关,十里早莺鸣暖树,,
马,中华特色壮金瓯,时代强音催快马,,
马,中华神马啸新程,世纪春风吹绿野,,
马,人奋雄心马奋蹄,水如碧玉山如黛,,
马,改革春风暖万家,腾飞骏马奔千里,,
马,识途老马自扬蹄,腾海蛟龙频击浪,,
马,柳浪万重叠夕阳,蹄花千里沾晨露,,
马,路远轻风任马驰,天高碧宇随鹏举,,
马,黄莺戏柳报新春,天马行空迎盛纪,,
马,俯首甘为孺子牛,挺身愿作长征马,,
马,俯首甘为孺子牛,诚心乐作人间事,,
马,田野牛耕户户忙,川原蝶舞翩翩好,,
马,喜盈门第铁牛忙,春到人间新燕舞,,
马,神轾人间紫燕飞,春归大地黄牛跃,,
马,福降人间黄牛忙,春临门户白雪化,,
马,富民强国效勤牛,辞旧迎新除硕鼠,,
马,催牛耙地促年丰,辞鼠修仓迎稻熟,,
马,黄牛耕地万山金,翠柳迎春千里绿,,
马,今日春郊遍铁牛,当年禹甸多铜马,,
马,丑岁牛奔旖旎春,丁年鼠匿辉煌业,,
马,神州无处不欢歌,耕者有牛皆种地,,
马,俯首甘为孺子牛,横心誓扫官仓鼠,,
马,碧野放牛五谷丰,红梅傲雪千门福,,
马,家家喜爱老黄牛,户户厌恶大硕鼠,,
马,春到人间黄牛忙,花开江左白雪尽,,
马,牛羊得草体膘肥,花木逢春枝叶茂,,
马,紫燕衔泥筑小巢,黄牛吃草生新奶,,
马,紫燕营巢杏花天,黄牛舔犊芳草地,,
马,紫微春苑燕吟诗,黄土田间牛作画,,
马,牛背飘来一曲歌,茧花绽放漫山绿,,
马,黄土高坡口吆牛,金光大道人催马,,
马,喜鹊衔来幸福春,金牛开出丰收景,,
马,庖丁善解目无全,君子闻声心不忍,,
马,悲鸿放马马扬鞭,可染画牛牛得草,,
马,春水温升牛甚忙,腊梅花放雪将尽,,
马,志士年衰赤胆悬,老牛力尽丹心在,,
马,乳牛老骥竞风流,良策善政多俊杰,,
马,红桃沐雨牛耕春,绿柳摇风燕织锦,,
马,放牛曲里笑声甜,牧草丛中春色美,,
马,游子马蹄梦醉乡,牧童牛背春香路,,
马,春到花开处处耕,年丰人寿家家乐,,
马,凤舞龙飞上九霄,牛奔马跃行千里,,
马,鸟语作歌报福音,牛鞭当笔填新句,,
马,人值芳龄百事亨,牛耕碧野千畦秀,,
马,鹊闹红梅万朵红,牛耕沃野千畦绿,,
马,雪映红梅小院香,牛耕沃野千山笑,,
马,织女但求凡世欢,牛郎不厌天河阔,,
马,天女散花祝福图,牛郎弄笛迎春曲,,
马,人世笑迎盛世春,牛年喜奏丰年乐,,
马,人逢喜庆气昂扬,牛主乾坤春浩荡,,
马,牛奋四蹄万顷黄,人勤一世千川绿,,
马,地肥水美众牛欢,人寿年丰百姓乐,,
马,地肥水美春牛歌,人寿年丰农家乐,,
马,黄牛勤奋力耕田,人物风流心向党,,
马,四化励人人效牛,三春淑景景无丑,,
马,农户有牛喜迎春,神州无处不放彩,,
马,牛随吉瑞下天庭,鼠报平安归玉宇,,
